Geneid	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/SCP3954_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/SCP4733_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0148_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0596_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0932_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP1206_marked_duplicates.bam
ENSG00000230064.1	0	0	0	0	0	0
ENSG00000148303.16	4667	1102	7590	3586	1698	2013
ENSG00000206611.1	0	0	0	0	0	0
ENSG00000200831.1	0	0	0	0	0	0
ENSG00000199744.1	0	0	0	0	0	0
ENSG00000252542.1	0	0	0	0	0	0
ENSG00000148290.9	142	51	340	71	66	49
ENSG00000148291.9	56	18	79	23	32	26
ENSG00000148248.13	484	248	1675	328	344	408
ENSG00000198870.7	3	2	4	0	0	1
ENSG00000148300.11	103	36	124	59	36	39
ENSG00000160323.18	10	4	5	2	0	0
ENSG00000160325.14	21	4	26	10	9	14
ENSG00000160326.13	3	0	24	9	1	6
ENSG00000187616.4	1	0	1	1	0	0
ENSG00000197859.9	23	7	54	47	21	15
ENSG00000196990.8	5	3	4	3	2	0
ENSG00000261018.1	0	0	0	0	0	0
ENSG00000123454.11	4	2	5	5	6	2
ENSG00000225756.1	2	0	5	1	0	0
ENSG00000123453.17	10	4	27	9	3	4
ENSG00000160293.16	265	55	179	169	124	86
ENSG00000235106.9	53	19	83	49	17	30
ENSG00000169925.16	337	137	243	109	215	134
ENSG00000235138.1	8	3	5	1	2	2
ENSG00000271525.1	0	0	0	0	0	0
ENSG00000273249.1	1	0	1	0	1	0
ENSG00000196363.9	290	117	555	162	133	129
ENSG00000221676.1	26	1	16	10	3	12
ENSG00000273473.1	1	0	0	0	0	0
ENSG00000223729.1	1	0	0	0	1	0
ENSG00000279929.1	0	0	0	0	0	0
ENSG00000186350.10	1130	257	1300	537	531	387
ENSG00000263897.1	0	0	0	0	0	0
ENSG00000223795.2	0	0	0	0	0	0
ENSG00000228877.2	0	0	0	1	0	0
ENSG00000227150.1	0	0	0	0	0	0
ENSG00000130635.15	1142	510	3940	1769	758	688
ENSG00000204011.4	0	0	0	0	0	0
ENSG00000264744.1	0	0	0	0	0	0
ENSG00000265872.1	0	0	0	0	0	0
ENSG00000265848.1	0	0	0	0	0	0
ENSG00000264163.1	0	0	0	0	0	0
ENSG00000264136.1	0	0	0	0	0	0
ENSG00000266827.1	0	0	0	0	0	0
ENSG00000266514.1	0	0	0	0	0	0
ENSG00000232355.2	0	0	0	0	0	0
ENSG00000160339.15	0	0	0	0	0	0
ENSG00000085265.10	127	23	78	72	20	8
ENSG00000236403.1	0	0	0	0	0	0
ENSG00000279935.1	0	0	0	0	0	0
ENSG00000130558.19	7	3	8	7	1	1
ENSG00000227958.1	0	0	0	0	0	0
ENSG00000233936.1	0	0	0	0	0	0
ENSG00000178243.4	0	0	0	0	0	0
ENSG00000235572.1	0	0	0	0	0	0
ENSG00000224682.1	0	0	0	0	0	0
ENSG00000225361.3	15	5	12	8	6	0
ENSG00000196422.10	185	28	127	117	65	34
ENSG00000160345.12	5	2	34	12	2	0
ENSG00000122140.10	191	51	325	117	76	71
ENSG00000226706.1	0	1	2	0	1	0
ENSG00000160349.9	0	0	0	0	0	0
ENSG00000122136.13	0	1	9	0	0	1
ENSG00000122133.16	1	2	6854	0	4	8
ENSG00000237339.5	0	0	152	0	0	0
ENSG00000224045.1	0	0	0	0	0	0
ENSG00000236543.2	0	0	0	0	0	0
ENSG00000204007.6	0	0	0	0	0	0
ENSG00000148386.9	0	0	0	0	0	0
ENSG00000165643.10	0	1	0	0	0	0
ENSG00000107147.12	4	1	2	4	2	2
ENSG00000130559.18	498	181	731	281	227	205
ENSG00000238058.1	2	1	0	0	0	0
ENSG00000130560.8	456	167	697	332	176	236
ENSG00000148411.7	177	34	153	125	79	57
ENSG00000260193.1	4	2	1	3	1	2
ENSG00000238227.7	321	54	527	187	157	192
ENSG00000275329.1	1	0	1	0	0	0
ENSG00000107187.16	0	0	0	0	0	0
ENSG00000165661.16	103	26	172	58	55	66
ENSG00000260220.6	0	1	1	0	1	1
ENSG00000279813.1	0	0	0	0	0	0
ENSG00000283769.1	0	0	0	0	0	0
ENSG00000262075.3	1	0	0	0	0	0
ENSG00000160360.12	97	18	195	85	34	33
ENSG00000213221.4	6	5	8	4	3	2
ENSG00000187796.14	48	5	43	15	8	11
ENSG00000165684.4	70	32	68	25	47	20
ENSG00000165689.16	115	51	185	76	75	61
ENSG00000165688.11	401	149	790	195	171	174
ENSG00000148384.12	91	18	70	36	52	21
ENSG00000148396.18	1494	568	1272	430	851	693
ENSG00000196366.3	2	1	5	0	3	0
ENSG00000148400.10	570	103	242	305	271	222
ENSG00000263403.1	0	0	0	0	0	0
ENSG00000227512.1	3	0	0	0	1	0
ENSG00000265181.1	0	0	0	0	0	0
ENSG00000237886.1	0	0	0	0	0	3
ENSG00000279141.3	0	0	0	0	0	1
ENSG00000228401.4	18	3	0	11	4	6
ENSG00000172889.15	1176	114	514	388	385	323
ENSG00000199161.1	0	0	0	0	0	0
ENSG00000169692.12	127	11	113	79	54	53
ENSG00000165716.10	308	49	99	98	116	116
ENSG00000233016.6	159	18	86	54	30	35
ENSG00000280496.1	0	0	0	0	0	0
ENSG00000276161.1	0	0	0	0	0	0
ENSG00000274998.1	0	0	0	0	0	0
ENSG00000281808.1	0	0	0	0	0	0
ENSG00000274356.1	0	0	0	0	0	0
ENSG00000187922.13	0	2	0	1	0	0
ENSG00000204003.8	0	0	0	0	0	0
ENSG00000267206.5	0	1	0	0	0	0
ENSG00000278756.1	0	0	0	0	0	0
ENSG00000204001.9	0	0	0	0	0	0
ENSG00000177984.6	1	0	0	0	0	1
ENSG00000224662.2	0	0	0	0	0	0
ENSG00000244187.7	358	66	830	139	235	195
ENSG00000272896.1	0	1	2	1	1	0
ENSG00000213213.13	20	7	10	8	20	4
ENSG00000273066.5	89	22	16	19	64	14
ENSG00000272679.1	0	0	0	0	0	0
ENSG00000228544.1	96	16	33	10	49	28
ENSG00000196642.18	594	180	881	231	315	296
ENSG00000213212.3	29	6	2	3	10	4
ENSG00000265806.1	0	0	0	0	0	0
ENSG00000232434.2	33	6	26	9	10	5
ENSG00000054148.17	194	62	435	131	99	96
ENSG00000177943.13	142	32	16	19	49	11
ENSG00000107223.12	961	515	2395	605	601	729
ENSG00000127191.17	197	71	263	96	138	96
ENSG00000266507.1	0	0	0	0	0	0
ENSG00000213590.2	4	2	2	2	2	3
ENSG00000260190.1	5	1	1	0	1	2
ENSG00000159069.13	657	193	1472	327	376	346
ENSG00000176919.12	4	1	13	1	4	0
ENSG00000184925.11	1	1	1	0	1	0
ENSG00000198454.2	0	0	0	0	0	0
ENSG00000107317.12	92	22	87	162	32	33
ENSG00000284341.1	0	0	0	0	0	0
ENSG00000214402.6	1	2	2	2	2	0
ENSG00000148362.10	233	28	170	78	86	74
ENSG00000169583.12	887	317	1880	206	682	608
ENSG00000107331.16	149	39	83	90	62	47
ENSG00000180539.7	5	2	1	0	1	1
ENSG00000180549.7	6	0	0	0	1	1
ENSG00000279073.3	0	0	0	0	0	0
ENSG00000107281.9	279	19	83	91	62	64
ENSG00000054179.11	0	1	1	1	1	0
ENSG00000236394.2	0	0	0	0	0	0
ENSG00000229257.2	0	0	0	0	0	0
ENSG00000186193.8	15	6	70	13	10	5
ENSG00000231864.2	0	0	0	0	0	0
ENSG00000197355.10	93	9	105	50	32	8
ENSG00000268996.3	7	2	3	0	2	3
ENSG00000177239.14	666	228	1444	336	300	327
ENSG00000199411.1	0	0	0	0	0	0
ENSG00000176978.13	519	49	370	260	147	115
ENSG00000176884.14	1	1	0	1	0	0
ENSG00000184709.7	0	0	0	0	0	0
ENSG00000261793.1	0	0	0	0	0	0
ENSG00000263697.1	0	0	0	0	0	0
ENSG00000185863.7	0	0	0	0	0	0
ENSG00000176248.8	239	52	195	94	95	74
ENSG00000176101.11	160	31	324	93	60	83
ENSG00000176058.12	87	14	116	51	49	33
ENSG00000187713.6	202	48	306	100	94	116
ENSG00000188566.13	96	26	92	36	39	33
ENSG00000284976.1	56	11	58	22	24	26
ENSG00000212864.3	3	3	3	3	2	1
ENSG00000197191.4	7	0	1	0	3	2
ENSG00000233198.3	11	2	1	0	3	2
ENSG00000198569.9	1	0	3	0	1	1
ENSG00000188229.5	1272	485	2890	961	885	743
ENSG00000188163.7	3	1	2	0	1	1
ENSG00000275549.1	7	0	0	0	2	2
ENSG00000197768.10	5	0	1	0	0	1
ENSG00000188986.6	381	81	471	178	136	178
ENSG00000198113.2	99	4	80	99	35	39
ENSG00000270259.2	0	0	0	1	0	0
ENSG00000260996.1	1	0	0	3	1	0
ENSG00000198435.3	56	22	26	27	17	49
ENSG00000187609.15	55	9	42	19	24	18
ENSG00000188747.8	5	1	11	4	2	0
ENSG00000188833.9	1	0	0	1	0	0
ENSG00000165802.22	81	13	82	66	34	29
ENSG00000284317.1	0	0	0	0	0	0
ENSG00000130653.15	19	6	10	4	6	8
ENSG00000182154.7	98	20	232	62	29	41
ENSG00000148399.12	173	41	126	46	69	59
ENSG00000165724.5	114	47	202	49	49	46
ENSG00000197070.13	350	77	320	99	176	116
ENSG00000283411.1	0	0	0	0	0	0
ENSG00000203993.4	145	51	166	22	78	43
ENSG00000181090.20	899	344	848	372	440	373
ENSG00000274841.1	3	0	0	0	1	0
ENSG00000233998.1	7	2	1	1	2	2
ENSG00000255585.3	56	13	4	4	8	6
ENSG00000207693.1	0	0	0	0	0	0
ENSG00000203987.2	0	1	0	0	0	0
ENSG00000148408.12	1	2	0	0	0	2
ENSG00000276388.1	0	0	0	0	0	0
ENSG00000229926.1	0	0	0	0	0	0
ENSG00000159247.13	4	0	11	3	4	1
ENSG00000278130.1	0	0	0	0	0	0
ENSG00000237419.1	0	1	0	0	0	0
ENSG00000233013.10	2	0	0	0	0	0
ENSG00000223256.1	0	0	0	0	0	0
ENSG00000250210.5	0	0	0	0	0	0
ENSG00000260370.1	0	0	0	0	0	0
ENSG00000237297.1	0	0	0	0	0	0
ENSG00000261456.5	2	2	0	0	1	0
ENSG00000232420.2	0	0	0	0	0	0
ENSG00000015171.19	1515	791	1189	770	716	734
ENSG00000276662.1	9	1	0	2	0	0
ENSG00000212331.1	1	0	0	0	0	0
ENSG00000151240.16	479	203	508	159	199	194
ENSG00000201861.1	0	0	0	0	0	0
ENSG00000239822.3	0	0	0	0	0	0
ENSG00000233021.2	1	1	2	0	0	1
ENSG00000225140.1	23	12	5	2	5	4
ENSG00000263511.1	0	0	0	0	0	0
ENSG00000180525.11	126	49	17	5	26	19
ENSG00000231601.1	0	0	0	0	0	0
ENSG00000107929.14	2373	1261	2722	562	1892	1112
ENSG00000229869.1	0	0	0	0	0	0
ENSG00000205740.2	32	21	18	8	20	8
ENSG00000107937.18	547	287	1328	269	335	362
ENSG00000148377.5	0	1	0	0	1	0
ENSG00000232656.7	2	0	0	0	1	1
ENSG00000067064.11	414	200	950	207	191	233
ENSG00000047056.15	455	169	727	200	235	219
ENSG00000229205.3	26	2	3	0	9	0
ENSG00000185736.15	48	5	14	2	6	7
ENSG00000282390.1	3	0	1	0	0	0
ENSG00000233052.1	0	0	0	0	0	0
ENSG00000205696.4	0	0	0	0	0	0
ENSG00000234962.5	0	0	0	0	0	0
ENSG00000226694.2	0	0	0	0	0	0
ENSG00000278069.1	0	0	0	0	0	0
ENSG00000252998.1	0	0	0	0	0	0
ENSG00000227912.1	0	0	0	0	0	0
ENSG00000231326.6	0	0	0	0	0	0
ENSG00000212156.1	0	0	0	0	0	0
ENSG00000234556.1	0	0	0	0	0	0
ENSG00000234170.5	0	0	0	0	0	0
ENSG00000237500.1	0	0	0	0	0	0
ENSG00000235281.1	0	0	0	0	0	0
ENSG00000231743.1	0	0	0	0	0	0
ENSG00000234182.1	0	0	0	0	0	0
ENSG00000273001.1	0	0	1	0	0	0
ENSG00000067057.16	121	31	392	228	69	27
ENSG00000278419.1	0	0	0	0	0	0
ENSG00000107959.15	532	218	712	277	196	229
ENSG00000237399.7	8	1	9	2	3	1
ENSG00000236968.1	0	0	0	0	0	0
ENSG00000226762.2	76	11	0	80	10	20
ENSG00000227338.1	1	1	0	0	0	0
ENSG00000233321.1	16	7	1	2	3	8
ENSG00000236892.1	8	0	2	0	1	1
ENSG00000229672.2	2	0	0	0	1	2
ENSG00000228353.1	0	0	0	0	0	0
ENSG00000067082.14	1324	376	632	792	848	283
ENSG00000230573.1	0	0	0	0	0	0
ENSG00000226005.4	0	0	0	0	0	0
ENSG00000274809.1	0	0	0	0	0	0
ENSG00000227101.1	0	0	0	0	0	0
ENSG00000236990.1	2	0	0	2	0	0
ENSG00000233117.2	220	49	7	140	52	37
ENSG00000224382.1	0	0	0	0	0	0
ENSG00000230096.1	0	0	0	0	0	0
ENSG00000207124.1	0	0	0	0	0	0
ENSG00000231298.6	3	0	0	0	0	0
ENSG00000225269.2	0	0	0	0	0	0
ENSG00000165568.17	45	11	19	23	7	12
ENSG00000151631.8	0	0	0	0	0	0
ENSG00000238840.1	0	0	0	0	0	0
ENSG00000187134.13	17	4	11	11	2	2
ENSG00000151632.17	3	1	4	0	1	0
ENSG00000224251.6	0	0	0	1	0	0
ENSG00000239148.1	0	0	0	0	0	0
ENSG00000196139.13	24	6	6	16	6	14
ENSG00000239142.1	0	0	0	0	0	0
ENSG00000225418.1	0	0	0	0	0	0
ENSG00000264006.8	1	2	0	0	0	0
ENSG00000198610.10	2	0	0	0	0	0
ENSG00000228291.1	0	0	0	0	0	0
ENSG00000231039.2	1	0	0	0	0	3
ENSG00000224034.1	5	1	0	0	0	2
ENSG00000215267.8	3	0	0	2	1	4
ENSG00000223987.1	0	0	0	0	0	0
ENSG00000280450.1	1	0	0	0	0	0
ENSG00000178473.6	0	0	0	0	0	0
ENSG00000178462.11	21	6	10	3	3	10
ENSG00000173848.18	3577	2024	2658	1134	1545	1707
ENSG00000178372.7	1	0	0	0	1	0
ENSG00000205488.8	10	10	18	11	15	11
ENSG00000178363.4	5	2	0	3	4	1
ENSG00000256462.1	0	0	0	0	0	0
ENSG00000242147.1	1	0	0	0	0	0
ENSG00000231483.1	0	0	0	0	0	0
ENSG00000228951.1	0	0	0	0	0	0
ENSG00000228685.1	0	0	0	0	0	0
ENSG00000240577.3	0	0	0	0	0	0
ENSG00000196372.12	83	7	147	43	26	18
ENSG00000108021.20	1351	894	1504	797	795	821
ENSG00000226647.2	13	4	3	2	4	3
ENSG00000057608.16	2509	1035	5275	2558	1102	1485
ENSG00000270427.1	11	2	3	0	3	2
ENSG00000272764.1	1	0	3	0	0	0
ENSG00000134461.15	27	8	42	5	8	10
ENSG00000240180.1	0	0	0	0	0	0
ENSG00000134452.19	884	305	1106	461	338	364
ENSG00000232807.2	55	12	13	23	7	9
ENSG00000134470.20	150	25	13	159	56	33
ENSG00000134460.17	160	11	14	101	14	47
ENSG00000251922.1	0	0	0	0	0	0
ENSG00000229664.1	0	0	0	0	0	1
ENSG00000214015.3	0	0	0	0	0	0
ENSG00000134453.15	837	318	657	366	247	280
ENSG00000170525.20	335	50	129	202	102	45
ENSG00000201581.1	0	0	1	0	1	0
ENSG00000263628.1	0	0	0	0	0	0
ENSG00000283634.1	0	0	0	0	0	0
ENSG00000213994.3	1	0	0	1	0	0
ENSG00000238366.1	0	0	0	0	0	0
ENSG00000215244.2	4	5	1	2	1	2
ENSG00000226705.1	0	0	0	0	0	0
ENSG00000212743.2	3	2	0	2	0	0
ENSG00000065675.14	9	0	7	15	2	2
ENSG00000237943.6	0	0	4	5	0	0
ENSG00000225948.2	0	0	0	0	0	0
ENSG00000285743.1	0	0	0	0	0	0
ENSG00000223784.2	0	0	0	0	1	0
ENSG00000285988.1	0	0	0	0	0	0
ENSG00000281186.1	0	0	0	0	0	0
ENSG00000238266.2	0	1	0	1	0	0
ENSG00000285845.1	0	0	0	0	0	0
ENSG00000234248.1	0	0	0	0	0	0
ENSG00000223581.1	0	0	0	0	0	0
ENSG00000270811.1	0	0	0	0	0	0
ENSG00000198879.11	327	118	424	279	140	66
ENSG00000235141.1	1	1	0	0	0	0
ENSG00000278982.1	2	0	1	2	0	0
ENSG00000232591.1	1	0	1	0	0	0
ENSG00000207453.1	0	0	0	0	0	0
ENSG00000230121.1	0	0	0	0	0	1
ENSG00000123243.14	5245	2578	9506	2076	3674	3826
ENSG00000151655.18	0	3	83	0	2	0
ENSG00000151657.11	247	113	182	126	78	94
ENSG00000165629.19	1183	536	2387	844	506	627
ENSG00000165632.7	221	122	179	96	141	80
ENSG00000233990.1	0	0	1	0	0	0
ENSG00000107485.16	1320	716	1108	386	1143	693
ENSG00000197308.9	50	8	21	4	11	6
ENSG00000232638.1	1	0	1	0	0	0
ENSG00000225053.1	0	1	0	0	0	1
ENSG00000232170.5	0	0	0	0	0	0
ENSG00000226861.1	7	1	0	1	2	0
ENSG00000226990.1	0	0	0	0	0	0
ENSG00000271251.1	0	0	0	0	0	0
ENSG00000213771.3	2	1	3	1	0	1
ENSG00000236420.1	0	0	0	0	0	0
ENSG00000212505.1	0	0	0	0	0	0
ENSG00000270234.1	0	0	0	0	0	0
ENSG00000234752.1	0	0	0	0	0	0
ENSG00000223808.1	0	0	0	0	0	1
ENSG00000230014.1	0	0	0	0	0	0
ENSG00000235838.1	0	1	1	0	0	0
ENSG00000228636.2	0	0	0	0	0	0
ENSG00000224788.1	0	0	0	0	0	0
ENSG00000229919.3	0	0	0	0	0	0
ENSG00000200849.1	0	0	0	0	0	0
ENSG00000272436.1	0	0	0	0	0	0
ENSG00000234306.1	0	0	0	0	0	0
ENSG00000279575.1	1	0	1	0	0	0
ENSG00000270111.2	0	0	0	0	0	0
ENSG00000228997.1	0	0	0	0	0	0
ENSG00000225383.7	3	0	1	0	0	0
ENSG00000048740.18	549	66	178	308	98	70
ENSG00000229240.8	0	0	0	0	0	0
ENSG00000231496.1	0	0	0	0	0	0
ENSG00000228027.1	0	0	0	0	0	0
ENSG00000229206.3	0	0	0	0	0	0
ENSG00000237986.3	0	0	0	0	0	0
ENSG00000230322.1	2	0	0	3	1	0
ENSG00000181800.5	9	3	3	9	1	1
ENSG00000280086.1	0	2	0	0	1	0
ENSG00000148429.14	840	700	595	235	592	621
ENSG00000271360.1	0	0	1	0	0	0
ENSG00000271046.1	2	1	0	0	3	1
ENSG00000134463.14	299	37	261	41	65	72
ENSG00000148426.12	147	43	69	109	43	34
ENSG00000225778.5	90	56	80	79	73	40
ENSG00000151461.19	974	564	699	440	552	384
ENSG00000251957.1	0	0	0	0	0	0
ENSG00000181192.11	335	106	813	244	134	143
ENSG00000272507.1	0	0	0	0	0	0
ENSG00000065665.20	44	30	63	11	18	17
ENSG00000265653.1	0	0	0	0	0	0
ENSG00000165609.12	394	161	805	282	148	193
ENSG00000151465.13	428	230	872	329	220	246
ENSG00000228302.2	6	2	1	2	3	2
ENSG00000264036.2	0	0	0	0	0	0
ENSG00000183049.12	136	22	47	95	43	32
ENSG00000252438.1	0	0	0	0	0	0
ENSG00000252118.1	0	0	0	0	0	0
ENSG00000285994.1	0	1	0	1	3	0
ENSG00000263584.1	0	0	0	0	0	0
ENSG00000283699.1	0	0	0	0	0	0
ENSG00000221331.1	0	0	0	0	0	0
ENSG00000285520.1	0	0	1	0	1	0
ENSG00000151468.10	126	51	454	94	89	254
ENSG00000212499.1	0	0	0	0	0	0
ENSG00000225251.1	1	0	0	0	0	0
ENSG00000123240.16	1015	297	1305	649	328	358
ENSG00000235763.1	0	1	0	0	1	1
ENSG00000234175.1	1	0	1	1	0	0
ENSG00000228330.1	9	3	2	4	1	1
ENSG00000203414.2	27	9	38	6	15	12
ENSG00000237540.1	0	0	0	0	0	0
ENSG00000065328.16	49	25	234	67	44	44
ENSG00000272055.1	0	0	0	0	0	0
ENSG00000165623.9	0	0	1	0	0	0
ENSG00000107537.13	222	78	583	113	49	106
ENSG00000226209.1	0	0	0	0	0	0
ENSG00000086475.14	364	147	659	168	149	180
ENSG00000233256.1	0	0	0	0	1	0
ENSG00000165626.17	266	113	61	118	116	103
ENSG00000202508.1	0	0	0	0	0	0
ENSG00000227175.1	0	0	0	0	0	0
ENSG00000165630.13	194	116	215	88	79	102
ENSG00000227474.1	5	1	1	1	1	0
ENSG00000282246.1	0	0	0	0	0	0
ENSG00000239665.8	268	106	88	50	96	67
ENSG00000151474.22	541	267	431	375	509	172
ENSG00000273474.1	5	4	0	0	5	0
ENSG00000225112.1	0	0	0	0	0	0
ENSG00000199407.1	0	0	0	0	0	0
ENSG00000234091.1	1	0	0	0	0	0
ENSG00000215227.4	0	0	0	0	0	0
ENSG00000229751.1	0	0	0	0	1	0
ENSG00000235410.1	0	0	0	0	0	0
ENSG00000285671.1	0	0	0	0	0	1
ENSG00000266321.1	0	0	0	0	0	0
ENSG00000278100.1	0	0	0	0	0	0
ENSG00000221371.1	0	0	0	0	0	0
ENSG00000065809.13	1130	1178	2557	266	1509	1029
ENSG00000236495.2	25	7	4	0	1	2
ENSG00000201766.1	0	0	0	0	0	0
ENSG00000237032.1	0	0	0	0	0	0
ENSG00000185267.9	11	2	12	4	2	4
ENSG00000284024.2	342	164	517	192	193	222
ENSG00000187522.15	115	44	183	53	43	49
ENSG00000272853.1	4	2	12	2	4	3
ENSG00000152455.15	115	56	318	127	53	76
ENSG00000152457.17	123	63	148	88	59	49
ENSG00000197889.9	1	1	2	0	1	0
ENSG00000235623.2	0	0	1	0	0	0
ENSG00000228547.5	0	0	0	0	0	0
ENSG00000182531.7	0	2	0	0	0	0
ENSG00000237470.3	0	0	1	1	0	0
ENSG00000152463.14	582	185	1928	26	458	1047
ENSG00000176244.6	3	3	5	1	1	5
ENSG00000228312.1	0	0	0	0	0	0
ENSG00000176236.6	1	4	0	0	1	0
ENSG00000152464.14	96	49	128	50	55	37
ENSG00000152465.17	137	65	848	63	143	70
ENSG00000206448.3	1	0	0	0	1	0
ENSG00000228181.1	0	0	0	0	0	0
ENSG00000148468.16	70	30	82	46	45	38
ENSG00000232739.1	0	0	1	0	0	0
ENSG00000077943.7	10	5	13	12	1	3
ENSG00000148481.13	642	398	1182	232	284	426
ENSG00000252537.1	0	0	0	0	0	0
ENSG00000237913.1	0	0	0	0	0	0
ENSG00000201260.1	0	0	0	0	0	0
ENSG00000226140.5	0	0	0	0	0	0
ENSG00000165983.14	269	118	351	128	143	144
ENSG00000223156.1	0	0	0	0	0	0
ENSG00000165985.9	21	5	23	8	13	6
ENSG00000148484.17	1084	792	1842	632	716	758
ENSG00000225213.2	10	4	1	1	2	0
ENSG00000275001.1	1	0	0	0	0	0
ENSG00000107611.15	140	101	22	156	86	143
ENSG00000273153.1	0	0	0	0	1	0
ENSG00000107614.21	62	34	68	46	32	21
ENSG00000229124.6	11	0	4	1	4	0
ENSG00000026025.15	7503	1944	6269	6028	2267	2994
ENSG00000234961.1	19	3	13	14	5	10
ENSG00000148488.16	32	14	1	21	11	20
ENSG00000204832.9	242	138	274	54	110	116
ENSG00000251803.1	1	0	0	0	0	0
ENSG00000236582.1	0	0	0	0	0	0
ENSG00000165996.13	16	7	15	17	8	7
ENSG00000280126.2	0	0	0	0	0	0
ENSG00000260589.1	4	7	5	0	1	2
ENSG00000136738.14	466	289	678	218	305	333
ENSG00000229190.1	4	2	2	0	3	1
ENSG00000148483.8	142	39	95	97	25	54
ENSG00000260314.2	3988	360	1150	2890	680	569
ENSG00000207938.1	0	0	0	0	0	0
ENSG00000235637.1	0	0	0	0	0	0
ENSG00000148482.11	4	4	0	2	0	0
ENSG00000226083.5	0	0	0	0	0	0
ENSG00000165995.19	18	11	17	7	9	5
ENSG00000235020.4	0	2	0	0	0	0
ENSG00000240291.1	4	1	1	1	1	1
ENSG00000225527.1	1	0	0	1	0	0
ENSG00000241058.3	85	40	120	51	29	30
ENSG00000165997.4	1312	593	1939	603	564	540
ENSG00000225509.1	0	0	0	0	0	0
ENSG00000234244.1	0	0	0	0	0	0
ENSG00000234813.1	0	0	0	0	0	0
ENSG00000204740.10	42	12	26	18	10	2
ENSG00000226255.1	0	0	0	0	0	0
ENSG00000227734.1	0	0	0	0	0	0
ENSG00000239539.1	0	0	0	0	0	0
ENSG00000236960.1	0	0	0	0	0	0
ENSG00000200545.2	0	0	0	0	0	0
ENSG00000252001.1	0	0	0	0	0	0
ENSG00000233968.6	0	0	2	1	0	0
ENSG00000283456.1	0	0	0	0	0	0
ENSG00000230818.1	0	0	1	0	0	0
ENSG00000252832.1	0	0	0	0	0	0
ENSG00000285852.1	0	0	0	0	0	1
ENSG00000120594.16	886	163	2333	891	193	126
ENSG00000238246.1	0	0	0	0	0	0
ENSG00000228339.1	0	0	0	0	0	0
ENSG00000270727.1	0	0	0	0	0	0
ENSG00000265372.1	0	0	0	0	0	0
ENSG00000078114.18	2152	898	2224	467	1067	804
ENSG00000235940.1	2	1	1	0	1	2
ENSG00000230112.1	3	0	0	0	0	0
ENSG00000228753.1	27	3	1	3	8	3
ENSG00000228219.1	22	3	1	1	3	0
ENSG00000204683.11	15	4	2	0	5	1
ENSG00000231920.1	2	0	6	0	0	1
ENSG00000228860.1	0	0	0	0	0	0
ENSG00000232853.1	0	0	0	0	0	0
ENSG00000207264.1	0	0	0	0	0	0
ENSG00000230109.1	0	0	0	0	0	0
ENSG00000231553.1	0	0	0	0	0	0
ENSG00000278650.1	0	0	0	0	0	0
ENSG00000273566.1	0	0	0	0	0	0
ENSG00000199222.1	1	0	0	0	0	0
ENSG00000204682.5	127	40	213	72	73	48
ENSG00000222071.1	0	0	0	0	0	0
ENSG00000180592.16	74	31	156	49	43	22
ENSG00000078403.16	951	454	543	287	597	347
ENSG00000207347.1	0	0	0	0	0	0
ENSG00000223984.1	37	17	5	5	9	7
ENSG00000201390.1	0	0	0	0	0	0
ENSG00000136770.10	455	199	852	290	275	240
ENSG00000252634.1	0	0	0	1	0	0
ENSG00000279623.1	1	2	1	2	0	1
ENSG00000201364.1	0	0	0	0	0	0
ENSG00000232497.1	0	0	0	0	0	0
ENSG00000236777.1	0	0	0	0	0	0
ENSG00000223601.2	0	0	0	0	0	0
ENSG00000260205.1	0	1	0	0	0	0
ENSG00000227462.1	0	0	0	0	0	0
ENSG00000279631.1	7	1	11	1	1	2
ENSG00000261671.1	0	0	0	0	0	0
ENSG00000233318.2	0	0	0	0	0	0
ENSG00000148444.15	106	35	156	73	46	56
ENSG00000269897.5	0	0	0	0	0	0
ENSG00000168283.13	786	472	438	253	508	371
ENSG00000272516.1	0	1	0	0	0	0
ENSG00000271981.1	0	0	0	0	0	0
ENSG00000272366.1	1	0	0	0	0	1
ENSG00000077327.15	0	1	1	1	0	4
ENSG00000233451.1	0	0	0	0	0	0
ENSG00000285254.1	0	0	1	0	1	0
ENSG00000150867.13	820	259	1159	528	471	239
ENSG00000279819.1	10	4	4	1	8	2
ENSG00000206842.1	0	0	0	0	0	0
ENSG00000165309.13	0	1	0	0	1	0
ENSG00000223131.1	0	0	0	0	0	0
ENSG00000148450.12	214	65	395	120	73	101
ENSG00000229932.3	0	3	7	1	3	1
ENSG00000252049.1	0	0	0	0	0	0
ENSG00000168267.6	0	0	0	0	0	0
ENSG00000179133.13	0	0	1	0	1	0
ENSG00000227537.1	0	0	0	0	0	0
ENSG00000224215.1	0	0	1	0	0	0
